                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.87334,                 1.6457,                 0.6411,                 1.0124,                0.44655,                 0.4695,                0.39209,                0.19398,                0.44003,                0.45929,                0.35948,                0.15617,                 1.9353,                 4.2706,                 2.1358,                 2.3097,             0.00079233,             0.00079233,             0.00079233
                    108,                0.87706,                 1.6695,                0.64298,                 1.0159,                0.47376,                0.41996,                 0.3753,                 0.1809,                 0.4384,                0.37697,                0.31993,                0.14213,                  2.042,                 4.2055,                 2.3658,                 2.3615,             0.00078407,             0.00078407,             0.00078407
                    109,                0.85101,                 1.6439,                0.62621,                 1.0158,                0.58887,                0.38984,                 0.3948,                0.19369,                0.55603,                0.36951,                0.35432,                0.15569,                 1.9781,                 4.2952,                 2.3216,                 2.3868,             0.00077582,             0.00077582,             0.00077582
                    110,                0.86657,                 1.6436,                0.64172,                 1.0201,                 0.5195,                0.43063,                0.36964,                0.18249,                0.48995,                0.41104,                0.33301,                0.14054,                  1.933,                 4.1421,                 2.2767,                 2.2793,             0.00076757,             0.00076757,             0.00076757
                    111,                0.85985,                 1.6206,                0.62041,                 1.0095,                0.47077,                0.42358,                0.36223,                0.17133,                0.46456,                0.38265,                0.30414,                0.13456,                 2.0233,                 4.2347,                 2.2411,                 2.4065,             0.00075932,             0.00075932,             0.00075932
                    112,                0.86445,                  1.629,                0.63028,                 1.0166,                 0.4805,                0.38059,                0.37022,                0.17602,                0.46625,                0.36851,                0.32987,                0.14142,                 1.9603,                 4.2544,                 2.4229,                 2.2828,             0.00075107,             0.00075107,             0.00075107
                    113,                 0.8893,                 1.6611,                0.64483,                 1.0176,                0.51356,                0.39327,                0.35938,                0.17887,                0.49625,                 0.3645,                0.31275,                0.13779,                 2.0133,                 4.2489,                 2.2549,                 2.3194,             0.00074282,             0.00074282,             0.00074282
                    114,                0.86701,                 1.6487,                0.63621,                 1.0146,                0.56286,                0.41787,                0.40327,                0.19608,                0.44785,                0.44371,                0.35025,                0.14791,                 1.9785,                 4.2548,                 2.2779,                 2.3421,             0.00073456,             0.00073456,             0.00073456
                    115,                0.84682,                 1.6157,                0.61588,                 1.0018,                0.49471,                0.44678,                0.40562,                0.19669,                0.46851,                0.43147,                0.36218,                0.15663,                 1.9703,                 4.2484,                 2.2835,                 2.2807,             0.00072631,             0.00072631,             0.00072631
                    116,                0.86212,                 1.6379,                0.63743,                 1.0093,                0.49154,                0.45756,                0.38697,                 0.1838,                0.48202,                0.42973,                0.34922,                0.14947,                  2.048,                 4.1799,                 2.1427,                 2.3915,             0.00071806,             0.00071806,             0.00071806
                    117,                0.86341,                 1.6533,                0.64154,                 1.0182,                0.54025,                0.41164,                0.39525,                0.19512,                0.50761,                0.39065,                0.34716,                0.14827,                 1.9769,                 4.3805,                 2.2177,                 2.3631,             0.00070981,             0.00070981,             0.00070981
                    118,                0.85047,                 1.6181,                0.62082,                  1.004,                 0.5035,                0.46324,                0.40146,                0.19466,                0.50797,                0.40642,                0.35923,                0.15208,                 1.9658,                 4.2331,                 2.0507,                 2.2658,             0.00070156,             0.00070156,             0.00070156
                    119,                0.86273,                  1.618,                0.63011,                 1.0111,                0.48547,                0.46834,                0.39237,                0.20094,                0.47975,                0.45295,                0.35612,                0.15429,                 1.9548,                 4.3218,                 2.0994,                 2.2929,             0.00069331,             0.00069331,             0.00069331
                    120,                 0.8671,                 1.6376,                0.63478,                 1.0091,                0.48374,                0.42243,                0.38279,                 0.1906,                0.46524,                0.39576,                0.34693,                0.15095,                 1.9366,                 4.3842,                 2.3986,                 2.2781,             0.00068505,             0.00068505,             0.00068505
                    121,                0.86148,                 1.6115,                0.62625,                 1.0012,                0.55766,                 0.3917,                0.38324,                0.18241,                0.54676,                0.38776,                0.35116,                0.14722,                 2.0454,                 4.4414,                  2.313,                 2.3414,              0.0006768,              0.0006768,              0.0006768
                    122,                0.86548,                 1.6442,                0.63141,                 1.0056,                0.48523,                0.49617,                0.41175,                0.19858,                0.56864,                 0.3946,                0.36465,                0.15533,                 1.9675,                 4.2976,                 2.1305,                 2.3339,             0.00066855,             0.00066855,             0.00066855
                    123,                0.85099,                  1.608,                0.62198,                 1.0048,                0.63836,                0.39096,                0.39315,                0.18833,                0.61967,                0.38018,                0.35482,                0.14647,                 1.9802,                 4.3794,                 2.1477,                 2.2789,              0.0006603,              0.0006603,              0.0006603
                    124,                0.84085,                 1.6052,                0.62277,                 1.0086,                0.51469,                0.44761,                0.40194,                0.21489,                0.48319,                0.42131,                0.36007,                0.16166,                 1.9666,                 4.5065,                 2.1197,                 2.2876,             0.00065205,             0.00065205,             0.00065205
                    125,                0.83654,                 1.5877,                0.61539,                0.99888,                0.48481,                0.44852,                0.38391,                0.19513,                0.47338,                0.43831,                0.35785,                0.15285,                      2,                 4.2318,                 2.2702,                 2.3409,              0.0006438,              0.0006438,              0.0006438
                    126,                 0.8349,                 1.5822,                0.60945,                 1.0013,                0.53588,                0.42146,                0.38159,                0.18234,                0.51638,                0.40418,                0.34516,                0.14717,                 2.0075,                 4.2461,                 2.1997,                 2.3752,             0.00063554,             0.00063554,             0.00063554
                    127,                0.84039,                  1.605,                0.61782,                 1.0046,                   0.51,                0.45988,                0.38755,                0.18888,                0.47381,                0.42811,                0.34956,                 0.1497,                 1.9459,                 4.1787,                 2.2014,                 2.2806,             0.00062729,             0.00062729,             0.00062729
                    128,                0.82694,                 1.5766,                0.59756,                0.99658,                0.52686,                0.44794,                0.39945,                0.19586,                0.49041,                0.42185,                0.36387,                0.15752,                 1.9458,                 4.3048,                 2.1967,                 2.2694,             0.00061904,             0.00061904,             0.00061904
                    129,                0.83892,                 1.5799,                0.60785,                 1.0029,                0.53017,                0.43147,                0.37927,                0.18381,                0.47947,                 0.4161,                0.35138,                 0.1537,                 1.9985,                 4.2709,                 2.3945,                 2.3505,             0.00061079,             0.00061079,             0.00061079
                    130,                0.82282,                 1.5934,                 0.5999,                0.99275,                0.49295,                0.42925,                0.38885,                0.19504,                0.51547,                0.37245,                0.35865,                0.15773,                 1.9481,                  4.196,                 2.3848,                 2.2787,             0.00060254,             0.00060254,             0.00060254
                    131,                0.83214,                 1.5963,                0.60345,                 1.0012,                0.57547,                0.38439,                0.40453,                0.20167,                0.52917,                0.35772,                 0.3439,                0.15682,                 1.9057,                 4.3053,                 2.2899,                 2.2803,             0.00059429,             0.00059429,             0.00059429
                    132,                0.81688,                 1.5506,                0.59108,                0.98999,                0.51883,                0.45529,                0.40335,                0.20154,                0.57107,                0.38949,                0.35369,                0.15799,                 1.9757,                 4.2466,                 2.2654,                 2.3459,             0.00058603,             0.00058603,             0.00058603
                    133,                0.81566,                 1.5673,                0.59484,                0.99476,                0.59968,                0.38891,                0.38964,                0.19622,                 0.5637,                0.37375,                0.35631,                0.15637,                 1.9408,                 4.2957,                 2.3262,                  2.317,             0.00057778,             0.00057778,             0.00057778
                    134,                0.82138,                 1.5671,                0.59463,                0.99757,                 0.5126,                0.42538,                0.39781,                0.19546,                0.52375,                0.38439,                0.36859,                0.15558,                  1.959,                 4.3643,                 2.2747,                 2.2856,             0.00056953,             0.00056953,             0.00056953
                    135,                0.82957,                 1.5831,                0.59628,                0.99737,                0.49515,                0.42185,                0.39807,                0.19666,                0.42575,                0.42695,                0.35049,                0.15654,                 1.9504,                 4.3543,                  2.317,                 2.2888,             0.00056128,             0.00056128,             0.00056128
                    136,                0.81061,                 1.5705,                0.59125,                0.99316,                0.48798,                0.46506,                0.39554,                 0.1914,                0.56596,                0.36034,                 0.3503,                0.15279,                 1.9695,                 4.3568,                   2.24,                 2.3352,             0.00055303,             0.00055303,             0.00055303
                    137,                0.80506,                 1.5524,                0.58393,                0.98917,                 0.6204,                0.39164,                0.38487,                0.19607,                0.60256,                0.38086,                0.35475,                0.15119,                 2.0014,                 4.3542,                 2.1747,                 2.4166,             0.00054478,             0.00054478,             0.00054478
                    138,                0.82941,                 1.5604,                 0.5998,                0.99628,                0.52856,                0.42695,                0.39005,                0.19346,                0.49877,                0.40028,                0.35329,                0.15477,                 2.0021,                 4.3923,                 2.3272,                 2.3935,             0.00053652,             0.00053652,             0.00053652
                    139,                0.83479,                 1.5881,                0.60875,                 1.0002,                0.55753,                0.39453,                0.37994,                0.18222,                0.54822,                0.38954,                0.35449,                0.15126,                 1.9844,                 4.4406,                 2.1844,                 2.3575,             0.00052827,             0.00052827,             0.00052827
                    140,                0.81711,                 1.5635,                0.59204,                0.98983,                0.48477,                0.44399,                0.39659,                0.19271,                0.47337,                0.42869,                0.36023,                0.15529,                 1.9605,                  4.426,                 2.1585,                 2.3459,             0.00052002,             0.00052002,             0.00052002
                    141,                0.82099,                 1.5564,                0.59378,                0.99259,                0.64084,                0.39946,                0.39869,                0.20568,                0.63019,                0.39436,                0.38049,                0.15634,                 1.9484,                 4.4074,                 2.1937,                 2.2907,             0.00051177,             0.00051177,             0.00051177
                    142,                0.81107,                 1.5565,                0.58462,                0.99252,                0.49027,                0.45301,                0.40254,                0.20086,                 0.4626,                0.42243,                0.34836,                0.15389,                 1.9567,                 4.4554,                 2.1406,                 2.3056,             0.00050352,             0.00050352,             0.00050352
                    143,                0.80396,                 1.5405,                0.58311,                0.98801,                0.53849,                0.43205,                0.39793,                0.19337,                0.53025,                0.42695,                0.37427,                0.15147,                 1.9547,                  4.396,                 2.2036,                 2.2997,             0.00049527,             0.00049527,             0.00049527
                    144,                0.82457,                 1.5695,                0.59166,                0.98943,                 0.5494,                0.40889,                 0.4015,                0.19559,                0.52048,                0.38825,                0.35694,                0.15475,                  1.958,                 4.4032,                 2.2831,                 2.3286,             0.00048701,             0.00048701,             0.00048701
                    145,                  0.799,                  1.536,                0.57722,                0.98544,                0.59309,                0.38198,                0.40563,                0.19277,                0.48616,                0.40244,                0.35833,                0.15904,                 1.9923,                 4.3557,                 2.2705,                 2.3548,             0.00047876,             0.00047876,             0.00047876
                    146,                0.79899,                 1.5321,                0.57427,                 0.9788,                0.52104,                0.41234,                0.39552,                0.19333,                0.47731,                0.39402,                0.33491,                0.15408,                 2.0101,                 4.3277,                 2.2801,                 2.4051,             0.00047051,             0.00047051,             0.00047051
                    147,                  0.788,                 1.5198,                0.56851,                0.98529,                0.52713,                0.40422,                0.39688,                0.19284,                0.50449,                0.38891,                0.35515,                0.15337,                 1.9663,                 4.3514,                 2.3216,                 2.3357,             0.00046226,             0.00046226,             0.00046226
                    148,                0.79653,                 1.5234,                0.57324,                0.98118,                0.49119,                0.43979,                0.39208,                0.19743,                0.49832,                 0.4158,                0.35444,                0.15475,                 1.9889,                 4.4117,                 2.3946,                  2.357,             0.00045401,             0.00045401,             0.00045401
                    149,                0.79886,                  1.542,                 0.5764,                0.98566,                0.50393,                0.48886,                0.39823,                 0.1987,                0.48311,                0.44965,                 0.3514,                0.15315,                 1.9591,                 4.3935,                 2.2629,                 2.3432,             0.00044576,             0.00044576,             0.00044576
                    150,                0.79079,                 1.5137,                0.57672,                0.98518,                0.48452,                0.49049,                0.40865,                0.20447,                 0.4735,                0.45985,                0.35803,                0.15621,                 1.9473,                 4.4743,                 2.2245,                 2.2957,              0.0004375,              0.0004375,              0.0004375
                    151,                0.79265,                  1.517,                0.57292,                0.98657,                0.52253,                0.47008,                0.41374,                 0.1986,                0.49877,                0.42695,                 0.3606,                0.15395,                 2.0184,                   4.44,                 2.1777,                 2.3778,             0.00042925,             0.00042925,             0.00042925
                    152,                0.79053,                 1.5177,                0.57057,                0.97962,                0.49876,                0.45804,                 0.4023,                0.20002,                0.46305,                0.42753,                0.35483,                 0.1544,                  1.981,                 4.4243,                 2.2149,                  2.293,               0.000421,               0.000421,               0.000421
                    153,                0.78584,                 1.5163,                0.57251,                0.98233,                 0.5557,                0.46337,                0.40007,                0.20025,                0.53626,                0.44849,                0.36646,                0.16089,                 2.0012,                 4.4488,                 2.2815,                  2.353,             0.00041275,             0.00041275,             0.00041275
                    154,                0.80089,                 1.5417,                0.57452,                0.98267,                0.49373,                0.47971,                0.39333,                0.18619,                0.53261,                0.41558,                0.35456,                0.14837,                  2.071,                 4.4628,                 2.2553,                 2.4735,              0.0004045,              0.0004045,              0.0004045
                    155,                 0.7708,                 1.4938,                0.55919,                 0.9814,                0.54387,                0.44736,                0.39885,                0.19295,                0.52549,                0.42072,                0.35973,                0.15266,                 1.9608,                  4.418,                 2.2691,                 2.3489,             0.00039625,             0.00039625,             0.00039625
                    156,                0.79226,                 1.5069,                0.56955,                0.98055,                0.53015,                0.43147,                0.39803,                0.19039,                0.54794,                0.39402,                0.35026,                0.14523,                 1.9318,                  4.448,                  2.182,                 2.3122,             0.00038799,             0.00038799,             0.00038799
                    157,                 0.7764,                 1.5048,                0.55965,                0.97801,                0.54254,                0.44666,                0.39791,                0.18997,                0.51491,                0.42633,                0.35496,                0.14699,                 2.0155,                 4.4892,                 2.2143,                 2.4113,             0.00037974,             0.00037974,             0.00037974
                    158,                0.78483,                 1.5261,                0.57054,                0.98156,                0.61889,                0.38833,                0.39259,                0.18561,                0.59014,                0.37245,                0.34015,                0.14988,                 1.9905,                 4.4596,                 2.2945,                 2.3691,             0.00037149,             0.00037149,             0.00037149
                    159,                 0.7773,                 1.4913,                0.55242,                0.97281,                0.52372,                0.45428,                0.40758,                0.19871,                0.49862,                0.38435,                0.33838,                0.15905,                 1.9906,                 4.4016,                 2.2484,                 2.3624,             0.00036324,             0.00036324,             0.00036324
                    160,                0.78098,                 1.4994,                0.56209,                0.97361,                0.49014,                0.44943,                 0.4015,                0.19781,                0.45735,                0.41616,                 0.3472,                0.15834,                 1.9659,                 4.5377,                  2.317,                 2.3269,             0.00035499,             0.00035499,             0.00035499
                    161,                0.79231,                 1.5076,                0.56268,                0.97175,                0.49371,                0.45246,                0.39301,                0.19396,                0.47831,                0.44225,                0.35569,                0.15182,                 1.9846,                 4.5476,                 2.2948,                 2.4305,             0.00034674,             0.00034674,             0.00034674
                    162,                0.76766,                 1.4749,                0.55217,                0.97296,                0.53911,                 0.4304,                0.39797,                0.19359,                 0.5322,                0.39986,                0.35458,                0.15423,                 1.9958,                 4.5168,                 2.2415,                 2.4561,             0.00033848,             0.00033848,             0.00033848
                    163,                 0.7912,                 1.5092,                0.56823,                0.97616,                0.52541,                0.45188,                0.39984,                0.19029,                0.50554,                0.43657,                0.36657,                0.15578,                 2.0057,                 4.5058,                 2.2674,                 2.4646,             0.00033023,             0.00033023,             0.00033023
                    164,                0.76584,                 1.4677,                0.54448,                0.96722,                0.48633,                0.45858,                0.39979,                0.19699,                0.47414,                0.46046,                0.37188,                0.15512,                 2.0062,                 4.4756,                 2.2126,                  2.457,             0.00032198,             0.00032198,             0.00032198
                    165,                0.76793,                 1.4933,                0.54943,                0.97377,                0.51453,                 0.4662,                0.40812,                0.19508,                0.49827,                0.45362,                0.36054,                0.15626,                 2.0011,                 4.4236,                 2.2339,                  2.419,             0.00031373,             0.00031373,             0.00031373
                    166,                0.77367,                 1.4982,                0.55366,                0.97358,                0.54194,                0.43817,                0.39961,                0.19082,                0.52249,                 0.4242,                0.35582,                0.14985,                 2.0152,                 4.3928,                 2.3116,                  2.434,             0.00030548,             0.00030548,             0.00030548
                    167,                0.76765,                 1.4681,                0.55054,                0.97197,                0.56813,                0.39214,                0.39424,                0.19037,                0.54352,                0.37713,                 0.3525,                0.15205,                 1.9838,                 4.5427,                 2.3159,                 2.4299,             0.00029723,             0.00029723,             0.00029723
                    168,                0.76269,                  1.483,                0.54511,                 0.9681,                0.49497,                0.47389,                0.40074,                0.19294,                0.46365,                0.44245,                0.35422,                0.15263,                 2.0256,                 4.7065,                 2.2502,                  2.532,             0.00028897,             0.00028897,             0.00028897
                    169,                0.76116,                 1.4833,                0.54302,                0.96979,                0.52866,                0.45568,                0.39255,                0.18855,                0.49917,                0.42873,                0.34708,                0.15027,                 2.0185,                 4.6174,                 2.1945,                 2.4834,             0.00028072,             0.00028072,             0.00028072
                    170,                0.76912,                 1.4834,                0.55128,                0.96858,                0.53486,                0.43471,                0.40026,                0.19214,                0.50784,                0.41326,                0.34783,                0.15196,                 1.9997,                 4.5769,                 2.2308,                 2.4552,             0.00027247,             0.00027247,             0.00027247
                    171,                0.75956,                 1.4833,                0.55068,                0.97233,                 0.5427,                0.40932,                0.40327,                0.19642,                0.56829,                0.37813,                0.36693,                0.15642,                 1.9952,                 4.5149,                 2.3331,                 2.4226,             0.00026422,             0.00026422,             0.00026422
                    172,                   0.76,                 1.4821,                0.54614,                0.96604,                0.52551,                0.45872,                0.40258,                0.19824,                0.49477,                0.43321,                0.35064,                0.15732,                  1.982,                 4.5137,                 2.3257,                  2.423,             0.00025597,             0.00025597,             0.00025597
                    173,                0.73346,                 1.4274,                 0.5276,                0.96109,                0.59419,                0.39728,                0.39035,                0.19415,                0.57675,                0.38721,                0.36195,                0.15638,                 1.9762,                 4.5578,                 2.3269,                 2.4446,             0.00024772,             0.00024772,             0.00024772
                    174,                0.75181,                 1.4469,                0.53791,                0.96889,                0.53084,                0.44167,                0.40506,                0.19931,                0.50031,                0.41616,                0.35639,                0.15538,                 1.9671,                 4.5596,                 2.2695,                 2.4405,             0.00023946,             0.00023946,             0.00023946
                    175,                0.75419,                 1.4671,                0.54362,                0.96806,                0.57637,                0.40364,                0.40578,                0.20227,                0.56069,                0.39344,                0.37523,                0.15821,                 1.9511,                 4.6076,                 2.2873,                 2.4186,             0.00023121,             0.00023121,             0.00023121
                    176,                0.75995,                 1.4672,                0.54689,                0.96827,                0.55921,                0.41498,                0.40646,                0.19588,                0.52154,                0.39007,                0.35159,                0.15054,                 1.9601,                 4.6263,                 2.2492,                 2.3862,             0.00022296,             0.00022296,             0.00022296
                    177,                0.74487,                 1.4593,                0.54284,                0.96618,                0.53428,                 0.4359,                0.40759,                0.19623,                0.50774,                0.41315,                0.36663,                0.15207,                 2.0143,                 4.6411,                 2.3018,                 2.4961,             0.00021471,             0.00021471,             0.00021471
                    178,                0.75358,                 1.4648,                0.54588,                0.96885,                0.51035,                0.44557,                0.40223,                0.19428,                0.49341,                0.42931,                 0.3557,                0.15258,                 1.9788,                 4.6377,                 2.3144,                  2.455,             0.00020646,             0.00020646,             0.00020646
                    179,                0.75312,                  1.457,                0.53859,                0.96516,                0.56443,                0.43041,                0.39964,                0.19513,                0.54315,                0.41558,                0.36197,                0.15612,                 1.9747,                 4.5896,                 2.2972,                 2.4437,             0.00019821,             0.00019821,             0.00019821
                    180,                0.73814,                 1.4433,                0.53194,                0.96666,                0.53575,                 0.4304,                0.39878,                 0.1899,                0.51602,                0.41438,                0.35964,                0.15377,                 2.0083,                  4.568,                 2.3345,                 2.4664,             0.00018995,             0.00018995,             0.00018995
                    181,                0.74669,                  1.439,                0.52914,                0.96071,                0.56154,                 0.4099,                0.40452,                 0.1914,                 0.4897,                0.41113,                0.36629,                0.15752,                 1.9835,                 4.5621,                 2.3084,                 2.4505,              0.0001817,              0.0001817,              0.0001817
                    182,                0.74805,                 1.4453,                0.52919,                0.95902,                 0.5374,                0.44603,                0.40305,                0.19303,                0.50468,                0.42111,                0.36061,                0.15916,                 1.9823,                 4.5769,                 2.3185,                 2.4589,             0.00017345,             0.00017345,             0.00017345
                    183,                0.73902,                 1.4368,                0.53173,                 0.9642,                0.49764,                0.45274,                0.39171,                0.19495,                0.48099,                0.43787,                0.35967,                0.15882,                 1.9841,                 4.6218,                 2.2925,                 2.4852,              0.0001652,              0.0001652,              0.0001652
                    184,                0.75248,                 1.4524,                0.53616,                0.96724,                0.49751,                0.45246,                0.38936,                 0.1908,                0.48127,                0.43715,                0.35444,                0.15357,                 1.9843,                 4.6114,                 2.3158,                 2.4819,             0.00015695,             0.00015695,             0.00015695
                    185,                0.74157,                 1.4371,                0.52693,                0.96172,                0.50224,                0.43031,                0.38726,                0.18951,                0.48556,                0.42102,                0.35678,                0.15133,                 1.9809,                 4.6078,                 2.4033,                 2.4871,              0.0001487,              0.0001487,              0.0001487
                    186,                0.72828,                 1.4218,                0.51845,                0.95885,                0.52391,                0.43263,                0.39588,                0.19352,                0.49193,                0.41164,                0.35753,                 0.1535,                 1.9832,                 4.6388,                 2.3613,                 2.4855,             0.00014044,             0.00014044,             0.00014044
                    187,                0.74657,                 1.4414,                0.53097,                0.95964,                 0.5502,                0.41558,                0.39449,                0.19352,                0.52088,                 0.3946,                0.35791,                0.15245,                 2.0195,                 4.6513,                 2.3669,                  2.528,             0.00013219,             0.00013219,             0.00013219
                    188,                0.72902,                 1.4375,                0.51962,                0.95627,                0.55174,                 0.4099,                0.39367,                0.19603,                0.52858,                 0.3946,                 0.3601,                0.15648,                 1.9755,                 4.6241,                 2.3819,                 2.4506,             0.00012394,             0.00012394,             0.00012394
                    189,                0.71805,                  1.434,                0.51913,                 0.9602,                 0.5209,                0.42011,                0.40329,                0.19892,                0.50079,                 0.4048,                0.36697,                0.15696,                 1.9726,                  4.614,                 2.4358,                 2.4388,             0.00011569,             0.00011569,             0.00011569
                    190,                0.72219,                 1.4215,                0.51721,                0.95883,                0.50698,                 0.4371,                0.40472,                0.20059,                 0.4879,                0.42206,                0.36793,                 0.1576,                 1.9813,                 4.6137,                 2.3892,                 2.4638,             0.00010744,             0.00010744,             0.00010744
                    191,                0.69149,                   1.33,                  0.469,                0.94407,                0.52194,                0.41956,                0.39328,                0.19178,                0.50738,                0.40999,                0.35862,                0.15405,                 1.9792,                 4.6513,                 2.3532,                 2.4527,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.65483,                 1.2709,                0.43344,                0.92469,                0.46482,                0.43263,                0.38845,                0.18603,                0.57265,                 0.3583,                0.35295,                0.15146,                 1.9741,                 4.6827,                 2.3083,                 2.4707,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.63066,                 1.2345,                0.42244,                0.91246,                0.46008,                0.45911,                0.38348,                0.19128,                0.56671,                0.35888,                0.35123,                0.14704,                  1.956,                 4.6585,                 2.2932,                 2.4557,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.63097,                 1.2306,                0.41905,                0.91162,                 0.4609,                0.43869,                 0.3809,                0.19142,                0.47055,                 0.4179,                0.34936,                 0.1473,                 1.9489,                 4.6193,                 2.3206,                  2.462,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.62216,                 1.2337,                0.41839,                0.91366,                0.47736,                0.44341,                0.38645,                0.19302,                 0.4651,                 0.4179,                0.34446,                0.14872,                 1.9366,                 4.6474,                 2.3331,                 2.4714,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.61897,                 1.2209,                0.41131,                0.91076,                0.46643,                 0.4593,                0.38899,                 0.1966,                0.46114,                0.42301,                  0.352,                0.15263,                  1.931,                 4.6594,                 2.2935,                 2.4666,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.61599,                 1.1989,                0.41053,                0.90981,                0.48125,                0.44341,                0.39317,                0.19729,                0.47469,                0.42811,                0.35186,                0.15327,                 1.9307,                 4.7153,                 2.3189,                  2.434,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.61673,                 1.2163,                0.41244,                 0.9097,                0.48356,                0.44794,                0.39178,                 0.1978,                0.46115,                0.42128,                0.35124,                0.15374,                  1.925,                 4.6967,                 2.3327,                  2.426,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.61549,                 1.2141,                0.40985,                0.90948,                0.48814,                0.45941,                0.39659,                0.19876,                0.46727,                0.42243,                0.35305,                0.15368,                 1.9355,                 4.6745,                 2.3331,                 2.4364,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.61246,                  1.203,                0.40718,                0.91011,                0.48534,                0.46193,                0.39748,                0.19839,                0.45294,                0.42855,                0.35518,                  0.153,                 1.9342,                 4.6833,                 2.3312,                 2.4396,             2.4922e-05,             2.4922e-05,             2.4922e-05
