                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.0797,                 2.0658,                0.90083,                 1.1327,                 0.5174,                0.44574,                0.39963,                0.20409,                0.48641,                0.41711,                 0.3507,                0.15667,                 2.0274,                 3.7632,                 2.0624,                 2.2597,             0.00082533,             0.00082533,             0.00082533
                    104,                 1.0846,                 2.0754,                0.92277,                 1.1486,                0.53638,                0.41048,                0.38182,                 0.1939,                0.44853,                0.43077,                0.34148,                0.15541,                 2.0425,                 3.7593,                 2.0835,                 2.2637,             0.00081708,             0.00081708,             0.00081708
                    105,                 1.0739,                  2.049,                0.91126,                 1.1405,                0.44808,                0.50754,                0.38861,                 0.2033,                0.53328,                 0.4179,                0.37272,                0.16781,                 2.0626,                 3.7258,                 2.0074,                 2.3063,             0.00080883,             0.00080883,             0.00080883
                    106,                 1.0736,                 2.0129,                   0.89,                 1.1332,                0.54019,                0.43337,                0.41804,                0.19888,                0.50443,                0.41197,                0.36905,                0.16117,                  2.026,                 3.7327,                 2.1625,                 2.1914,             0.00080058,             0.00080058,             0.00080058
                    107,                 1.0876,                 2.0345,                0.90196,                 1.1412,                0.56935,                  0.414,                0.40041,                0.20481,                0.54129,                0.39869,                0.36986,                0.16572,                 1.9328,                 3.7574,                 2.0646,                 2.0758,             0.00079233,             0.00079233,             0.00079233
                    108,                 1.0698,                 2.0067,                0.88081,                 1.1317,                0.56557,                0.41142,                0.38124,                0.19671,                0.52038,                0.40028,                0.34006,                0.16005,                 1.9668,                 3.6612,                 2.2303,                 2.1306,             0.00078407,             0.00078407,             0.00078407
                    109,                 1.0813,                 2.0527,                0.89356,                 1.1368,                0.56244,                0.43842,                0.40322,                0.19398,                0.49884,                0.41222,                0.35199,                0.15473,                 2.0371,                 3.6187,                 2.2138,                 2.1668,             0.00077582,             0.00077582,             0.00077582
                    110,                 1.0473,                 1.9977,                0.87124,                 1.1277,                0.57434,                0.45026,                0.41845,                0.20427,                0.52028,                0.41222,                0.35054,                0.16783,                 1.9791,                 3.7132,                 2.0432,                 2.1974,             0.00076757,             0.00076757,             0.00076757
                    111,                 1.0585,                 2.0272,                0.88217,                 1.1324,                0.53223,                0.43023,                0.40408,                0.20375,                0.49181,                0.40141,                 0.3593,                0.15925,                 1.9339,                 3.7224,                 2.1374,                 2.1653,             0.00075932,             0.00075932,             0.00075932
                    112,                 1.0635,                 2.0006,                0.86093,                 1.1189,                0.55871,                0.41739,                0.40999,                0.20085,                0.44772,                0.43831,                0.36661,                  0.166,                 1.9723,                 3.7425,                 2.1498,                 2.2047,             0.00075107,             0.00075107,             0.00075107
                    113,                 1.0577,                 2.0015,                 0.8652,                 1.1236,                0.54633,                0.45988,                0.41131,                0.20253,                0.52693,                0.44341,                0.39712,                0.16431,                 2.0442,                 3.7407,                 2.2202,                 2.2534,             0.00074282,             0.00074282,             0.00074282
                    114,                 1.0422,                 1.9715,                0.85611,                 1.1211,                0.61963,                0.44274,                0.41277,                0.19739,                0.59007,                 0.4206,                 0.3805,                0.15902,                 2.0604,                 3.7025,                 2.0013,                 2.2521,             0.00073456,             0.00073456,             0.00073456
                    115,                 1.0428,                 1.9855,                0.84619,                 1.1154,                 0.4951,                0.45234,                0.41478,                0.20632,                0.47124,                0.43031,                0.37728,                0.16749,                 2.0279,                 3.8439,                 2.0508,                 2.1942,             0.00072631,             0.00072631,             0.00072631
                    116,                 1.0366,                 1.9784,                0.86061,                 1.1188,                0.54418,                0.47851,                0.43447,                0.20103,                0.51767,                 0.4578,                0.39985,                0.17373,                 1.9992,                   3.65,                  2.088,                 2.1306,             0.00071806,             0.00071806,             0.00071806
                    117,                 1.0537,                 1.9871,                0.86407,                 1.1256,                0.55948,                0.41442,                0.42779,                0.21015,                0.45527,                0.43203,                0.38599,                0.17115,                 2.0613,                 3.7445,                 1.9888,                 2.2213,             0.00070981,             0.00070981,             0.00070981
                    118,                 1.0363,                  1.972,                0.84687,                 1.1117,                0.49364,                0.49798,                0.42296,                0.20307,                   0.47,                0.46956,                0.37466,                  0.165,                 2.0022,                 3.8263,                  2.061,                 2.2292,             0.00070156,             0.00070156,             0.00070156
                    119,                 1.0121,                 1.9364,                0.83386,                 1.1065,                0.55122,                0.39912,                 0.3972,                0.20295,                0.52312,                0.38356,                0.36197,                0.15447,                 2.0587,                 3.9566,                 2.0891,                  2.282,             0.00069331,             0.00069331,             0.00069331
                    120,                 1.0404,                 1.9605,                0.85454,                 1.1145,                0.50002,                0.46288,                0.41922,                0.20545,                0.46069,                0.42409,                 0.3608,                0.16731,                 1.9358,                  3.767,                 1.9548,                 2.1293,             0.00068505,             0.00068505,             0.00068505
                    121,                 1.0435,                  1.948,                0.85123,                 1.1059,                0.56767,                0.45171,                0.41269,                0.20498,                0.53276,                0.43355,                0.36825,                 0.1649,                 1.9217,                 3.8506,                  1.925,                 2.0884,              0.0006768,              0.0006768,              0.0006768
                    122,                 1.0427,                 1.9717,                0.85075,                 1.1137,                0.54205,                0.45872,                0.41278,                0.19957,                0.49304,                0.46157,                0.38051,                0.16206,                 1.9885,                 3.7679,                 2.1713,                 2.1907,             0.00066855,             0.00066855,             0.00066855
                    123,                 1.0387,                 1.9622,                0.84282,                 1.1101,                0.55161,                0.41616,                0.40942,                0.20456,                 0.4759,                 0.4216,                0.36689,                0.16451,                 2.0187,                 3.8199,                 2.1646,                 2.1737,              0.0006603,              0.0006603,              0.0006603
                    124,                 1.0241,                 1.9394,                 0.8379,                 1.1103,                0.57082,                0.39344,                0.41512,                0.20941,                0.60042,                0.37273,                0.39098,                0.17052,                 2.0097,                 3.8907,                 2.0719,                 2.2528,             0.00065205,             0.00065205,             0.00065205
                    125,                 1.0217,                 1.9606,                0.84331,                 1.1106,                0.55321,                0.42579,                0.43044,                0.21485,                0.50508,                0.42637,                0.38308,                0.17166,                 2.0222,                 3.8742,                 1.9982,                 2.2742,              0.0006438,              0.0006438,              0.0006438
                    126,                 1.0055,                 1.9147,                0.82021,                 1.0968,                0.50095,                0.48087,                 0.4206,                0.21166,                0.53239,                0.40654,                0.36999,                0.16809,                   1.99,                 3.7537,                 2.0352,                 2.2115,             0.00063554,             0.00063554,             0.00063554
                    127,                 1.0024,                 1.9066,                0.80645,                 1.0937,                0.50651,                0.47519,                0.42225,                0.21472,                0.49024,                0.46087,                0.38436,                0.17246,                 1.9681,                 3.7577,                 1.8553,                 2.2231,             0.00062729,             0.00062729,             0.00062729
                    128,                 1.0083,                 1.9188,                 0.8094,                 1.0921,                0.55438,                0.43089,                0.43172,                0.21504,                0.55115,                0.38207,                0.38276,                0.17361,                 2.0618,                 3.7578,                 2.0483,                 2.2655,             0.00061904,             0.00061904,             0.00061904
                    129,                  1.004,                 1.9082,                0.81002,                 1.0973,                 0.6144,                0.41634,                 0.4286,                0.20687,                0.58678,                0.39783,                0.38215,                0.16396,                 2.0219,                 3.8689,                 2.0779,                 2.2389,             0.00061079,             0.00061079,             0.00061079
                    130,                0.99688,                 1.9132,                0.80933,                 1.0939,                0.50607,                0.48136,                0.42018,                0.20738,                0.47667,                0.44852,                 0.3685,                0.16402,                 1.9789,                 3.8934,                 2.0008,                 2.2695,             0.00060254,             0.00060254,             0.00060254
                    131,                 1.0119,                 1.9261,                0.81671,                 1.0995,                0.53813,                0.45304,                0.42082,                0.20368,                 0.4864,                0.41558,                0.36742,                0.16338,                 1.9537,                 3.8777,                 1.9896,                 2.1905,             0.00059429,             0.00059429,             0.00059429
                    132,                0.99638,                 1.9039,                0.80508,                 1.0877,                0.55916,                0.41658,                0.41707,                0.20496,                0.53396,                0.40206,                0.37394,                0.16066,                 1.9592,                 3.9043,                  2.134,                  2.258,             0.00058603,             0.00058603,             0.00058603
                    133,                0.97641,                 1.8939,                0.79216,                  1.088,                0.49801,                0.51322,                0.44119,                0.21261,                0.48476,                0.48597,                0.39159,                0.16939,                 1.9545,                 4.0103,                 2.1204,                 2.2159,             0.00057778,             0.00057778,             0.00057778
                    134,                0.98563,                 1.8877,                0.79395,                 1.0829,                0.58961,                0.44016,                0.41751,                 0.2154,                0.54892,                0.41444,                0.37906,                0.16992,                 1.9553,                 4.1017,                 2.0184,                 2.2011,             0.00056953,             0.00056953,             0.00056953
                    135,                 1.0092,                  1.897,                 0.8094,                  1.094,                0.50861,                0.47167,                 0.4142,                0.21065,                0.47704,                0.45362,                0.37339,                0.16701,                 1.9477,                  3.977,                 2.0357,                 2.1703,             0.00056128,             0.00056128,             0.00056128
                    136,                 0.9914,                 1.8592,                0.77416,                  1.083,                0.54601,                0.46498,                0.42516,                0.22317,                0.52275,                0.45166,                 0.4016,                0.18144,                 1.9113,                 4.0114,                 2.0106,                 2.2113,             0.00055303,             0.00055303,             0.00055303
                    137,                0.97842,                 1.8676,                0.77323,                 1.0784,                0.63538,                0.43205,                0.43431,                0.21986,                0.57974,                0.39274,                0.38686,                0.17558,                 1.9736,                 3.8085,                 2.0075,                 2.2234,             0.00054478,             0.00054478,             0.00054478
                    138,                 0.9859,                 1.8653,                0.78468,                 1.0811,                0.57669,                0.46382,                 0.4342,                0.22173,                0.51664,                0.42127,                 0.3761,                0.17957,                 1.9849,                 3.9393,                 2.0998,                  2.201,             0.00053652,             0.00053652,             0.00053652
                    139,                0.97407,                 1.8667,                0.77986,                 1.0826,                0.50829,                0.43657,                0.40918,                0.20813,                0.48724,                0.42127,                0.36928,                0.17001,                 1.9717,                 3.9085,                 2.3302,                 2.1924,             0.00052827,             0.00052827,             0.00052827
                    140,                0.97637,                 1.8606,                0.77032,                 1.0773,                0.48176,                0.45188,                0.42363,                0.22097,                0.47352,                0.44736,                0.38869,                 0.1779,                  1.959,                 3.7498,                  2.168,                 2.1877,             0.00052002,             0.00052002,             0.00052002
                    141,                0.97575,                 1.8656,                0.76969,                 1.0772,                0.57198,                0.42011,                0.42662,                0.21998,                0.53355,                0.39344,                0.38044,                0.17368,                 1.9569,                 3.8131,                 2.1303,                 2.1607,             0.00051177,             0.00051177,             0.00051177
                    142,                0.96267,                 1.8223,                0.76588,                  1.077,                0.57865,                0.44283,                0.43565,                0.22857,                 0.5557,                0.42753,                0.40487,                0.18244,                 1.9629,                 3.8573,                 2.0943,                  2.291,             0.00050352,             0.00050352,             0.00050352
                    143,                0.97558,                 1.8389,                0.77022,                 1.0784,                0.58729,                0.43999,                0.43054,                0.22558,                0.55651,                0.41972,                0.38371,                0.17934,                 2.0101,                  3.882,                 2.1342,                 2.4207,             0.00049527,             0.00049527,             0.00049527
                    144,                0.96888,                 1.8378,                0.76788,                 1.0759,                0.54987,                0.43199,                0.41935,                 0.2174,                0.53185,                  0.424,                0.37764,                0.16779,                 1.9393,                 3.9001,                 2.2727,                 2.2481,             0.00048701,             0.00048701,             0.00048701
                    145,                0.96447,                 1.8334,                0.75461,                 1.0711,                0.50351,                0.45424,                0.41573,                 0.2116,                0.48507,                0.43946,                 0.3827,                0.16683,                 1.9368,                 3.8117,                 2.3243,                 2.2139,             0.00047876,             0.00047876,             0.00047876
                    146,                0.96377,                 1.8361,                0.75262,                  1.067,                0.52187,                0.41953,                0.39656,                0.20139,                 0.5042,                  0.415,                0.37744,                0.16491,                 2.0294,                    3.9,                 2.2408,                 2.2926,             0.00047051,             0.00047051,             0.00047051
                    147,                0.96364,                  1.842,                0.75321,                 1.0727,                0.46021,                0.46382,                0.39525,                0.20401,                0.44541,                0.43015,                0.35775,                0.16021,                 2.0161,                 3.8288,                 2.3287,                 2.2607,             0.00046226,             0.00046226,             0.00046226
                    148,                0.96042,                 1.8277,                0.75228,                 1.0675,                0.58817,                0.42914,                0.42955,                0.21521,                0.57673,                0.41558,                0.39779,                0.17058,                  1.982,                 3.8542,                 2.2014,                 2.2599,             0.00045401,             0.00045401,             0.00045401
                    149,                0.93926,                  1.816,                 0.7317,                 1.0582,                0.58384,                 0.4491,                 0.4186,                0.20769,                0.58375,                0.41797,                0.38566,                0.16485,                 2.0088,                 3.9354,                 2.2332,                 2.3096,             0.00044576,             0.00044576,             0.00044576
                    150,                0.94768,                 1.8124,                0.74639,                 1.0651,                0.57536,                0.44694,                0.42116,                 0.2135,                0.54553,                0.42513,                0.37925,                0.16755,                 1.9736,                 3.9857,                 2.1108,                 2.3464,              0.0004375,              0.0004375,              0.0004375
                    151,                0.96601,                 1.8255,                0.75594,                 1.0688,                0.61181,                0.43321,                0.41467,                 0.2023,                0.58681,                0.41732,                0.37778,                0.16459,                 1.9674,                 4.0544,                 2.1261,                 2.3504,             0.00042925,             0.00042925,             0.00042925
                    152,                0.94383,                 1.7994,                 0.7382,                 1.0593,                0.51695,                0.44794,                0.41206,                 0.2075,                0.47148,                0.41164,                0.35811,                0.16804,                 1.9903,                 3.9143,                 2.2429,                 2.3214,               0.000421,               0.000421,               0.000421
                    153,                0.94187,                 1.7868,                0.73762,                 1.0628,                0.52484,                0.48054,                 0.4202,                0.21411,                0.53248,                0.41222,                0.38268,                 0.1774,                  1.944,                 3.9088,                 2.1847,                 2.3156,             0.00041275,             0.00041275,             0.00041275
                    154,                 0.9455,                 1.7913,                 0.7385,                 1.0613,                0.62554,                0.41048,                0.41576,                0.21304,                0.57235,                0.38891,                0.37195,                 0.1701,                 1.9876,                 3.9395,                 2.1801,                 2.3465,              0.0004045,              0.0004045,              0.0004045
                    155,                0.92641,                 1.7661,                0.72545,                 1.0595,                0.59544,                0.42127,                0.41232,                0.20909,                0.55054,                0.40239,                0.38301,                0.16868,                 1.9909,                 3.9925,                  2.167,                 2.3558,             0.00039625,             0.00039625,             0.00039625
                    156,                0.92559,                 1.7628,                0.72296,                 1.0559,                0.53699,                0.46674,                0.41072,                0.20817,                0.51723,                0.45086,                0.38342,                0.16526,                 2.0037,                 3.9637,                 2.2579,                  2.396,             0.00038799,             0.00038799,             0.00038799
                    157,                0.95157,                 1.8091,                0.73461,                 1.0641,                0.54102,                 0.4542,                0.41265,                0.21542,                0.51125,                0.43321,                0.37861,                0.16972,                 1.9697,                 3.8456,                 2.2428,                 2.3373,             0.00037974,             0.00037974,             0.00037974
                    158,                0.93395,                 1.7788,                0.72669,                 1.0571,                0.63784,                 0.4048,                0.41995,                0.21577,                0.60858,                0.38891,                0.38503,                 0.1702,                 1.9389,                 3.8691,                 2.2428,                 2.2881,             0.00037149,             0.00037149,             0.00037149
                    159,                0.91975,                 1.7612,                0.71567,                 1.0508,                0.58327,                0.45362,                0.41511,                0.21582,                0.55219,                0.43263,                0.37059,                0.16758,                  1.922,                  3.889,                  2.194,                 2.3107,             0.00036324,             0.00036324,             0.00036324
                    160,                0.93454,                 1.8133,                 0.7282,                 1.0539,                0.48751,                0.48655,                0.39938,                0.20223,                0.46992,                0.47066,                0.36656,                0.16041,                 1.9836,                 3.8463,                 2.2246,                 2.2969,             0.00035499,             0.00035499,             0.00035499
                    161,                0.91934,                 1.7492,                 0.7124,                   1.05,                0.56511,                0.43385,                 0.4088,                0.20479,                0.49311,                0.40596,                0.34477,                0.15493,                 1.9756,                  3.964,                 2.2179,                 2.2995,             0.00034674,             0.00034674,             0.00034674
                    162,                0.92293,                 1.7722,                0.71645,                 1.0506,                0.57933,                0.41674,                0.40525,                0.20222,                0.54441,                0.39518,                0.35751,                0.15675,                 2.0035,                 4.0223,                 2.2624,                 2.3632,             0.00033848,             0.00033848,             0.00033848
                    163,                0.90413,                 1.7422,                0.69612,                 1.0447,                0.54544,                0.42069,                0.39525,                0.19713,                0.51462,                0.40028,                0.35768,                0.15632,                 1.9662,                 4.0394,                 2.2742,                 2.3203,             0.00033023,             0.00033023,             0.00033023
                    164,                0.88993,                 1.7192,                0.68531,                 1.0389,                0.56226,                0.44225,                0.40765,                0.20286,                0.53684,                 0.3946,                0.37182,                0.16086,                 1.9758,                 3.9474,                 2.1677,                 2.3379,             0.00032198,             0.00032198,             0.00032198
                    165,                0.90912,                 1.7492,                0.70807,                 1.0417,                0.54329,                 0.4464,                0.39902,                0.20684,                0.51496,                0.42511,                0.37259,                0.16145,                 1.9393,                 3.9992,                 2.0815,                 2.3249,             0.00031373,             0.00031373,             0.00031373
                    166,                0.91091,                 1.7423,                0.69752,                 1.0445,                0.50089,                 0.4542,                0.40381,                0.21272,                0.52661,                0.39333,                0.36726,                0.16848,                 1.9443,                 3.9976,                 2.1802,                 2.2971,             0.00030548,             0.00030548,             0.00030548
                    167,                 0.9125,                 1.7383,                0.70193,                  1.044,                0.55518,                0.42637,                0.40413,                0.20671,                0.51512,                0.40028,                0.35345,                0.15905,                 1.9448,                 3.9959,                 2.1365,                  2.287,             0.00029723,             0.00029723,             0.00029723
                    168,                0.89182,                 1.7392,                0.69036,                 1.0375,                 0.5887,                0.43056,                0.40467,                0.21106,                0.54061,                0.38323,                0.35452,                0.16251,                 1.9574,                 3.9741,                 2.2057,                 2.3349,             0.00028897,             0.00028897,             0.00028897
                    169,                0.91192,                 1.7578,                0.70039,                 1.0492,                0.54301,                0.44852,                0.40136,                0.20936,                0.52172,                0.41291,                0.36522,                0.16331,                 1.9438,                 4.0002,                 2.2299,                 2.3425,             0.00028072,             0.00028072,             0.00028072
                    170,                0.91962,                 1.7752,                0.70817,                 1.0406,                0.55439,                0.43546,                0.41052,                0.21215,                0.52401,                 0.4151,                0.37659,                0.16459,                  1.967,                 3.9797,                  2.207,                 2.3419,             0.00027247,             0.00027247,             0.00027247
                    171,                0.89716,                 1.7174,                 0.6894,                 1.0355,                0.52421,                 0.4542,                0.40952,                0.20932,                0.53042,                 0.4143,                 0.3775,                0.16598,                 1.9684,                 4.0066,                 2.2704,                 2.3416,             0.00026422,             0.00026422,             0.00026422
                    172,                0.90006,                 1.7406,                0.69437,                 1.0425,                0.53793,                0.43773,                0.40636,                0.20761,                0.49341,                0.41674,                0.36229,                0.16325,                 1.9844,                 4.0245,                 2.2813,                 2.3154,             0.00025597,             0.00025597,             0.00025597
                    173,                0.89708,                 1.7112,                 0.6767,                 1.0265,                0.55232,                 0.4542,                0.40403,                0.20625,                0.52367,                0.43321,                0.36284,                0.16653,                 1.9915,                 4.0143,                 2.2759,                 2.3374,             0.00024772,             0.00024772,             0.00024772
                    174,                0.87412,                 1.7098,                0.67206,                 1.0357,                0.55953,                0.44754,                0.40664,                0.21259,                0.53754,                0.43009,                0.36736,                0.16771,                 1.9821,                 4.0274,                  2.222,                 2.3372,             0.00023946,             0.00023946,             0.00023946
                    175,                0.87848,                 1.7201,                 0.6794,                 1.0306,                0.56445,                0.43831,                 0.4112,                0.21876,                0.52389,                0.41106,                0.37353,                0.16973,                 1.9932,                 3.9893,                 2.2856,                 2.3268,             0.00023121,             0.00023121,             0.00023121
                    176,                0.87667,                 1.7325,                0.68229,                  1.037,                0.57262,                0.43263,                0.41733,                0.21302,                  0.523,                0.41106,                0.36704,                0.17014,                 2.0074,                 3.9726,                   2.26,                 2.3923,             0.00022296,             0.00022296,             0.00022296
                    177,                0.87675,                 1.6986,                0.67437,                 1.0308,                0.57672,                0.42695,                0.39664,                0.20818,                0.53639,                0.40028,                0.34975,                0.16077,                   1.99,                 4.0337,                 2.3333,                 2.3735,             0.00021471,             0.00021471,             0.00021471
                    178,                0.88114,                 1.7088,                 0.6774,                 1.0364,                0.56465,                0.43552,                0.40015,                0.21106,                 0.5542,                0.38851,                0.35235,                0.16479,                 2.0025,                 4.0408,                 2.3025,                 2.3889,             0.00020646,             0.00020646,             0.00020646
                    179,                0.89879,                 1.7249,                0.68262,                 1.0441,                0.57055,                0.44167,                0.39713,                0.21075,                0.52818,                  0.415,                0.35516,                0.16241,                 1.9655,                 4.1016,                  2.252,                   2.35,             0.00019821,             0.00019821,             0.00019821
                    180,                0.87713,                  1.699,                0.67238,                 1.0338,                0.60376,                0.43657,                  0.408,                 0.2052,                0.57043,                0.41558,                0.36528,                0.15852,                 1.9529,                 4.1065,                 2.2985,                 2.3342,             0.00018995,             0.00018995,             0.00018995
                    181,                0.87964,                 1.7102,                0.66935,                 1.0272,                0.60995,                0.43657,                0.41124,                0.20705,                0.57679,                0.41558,                0.37104,                0.15892,                 2.0065,                 4.0985,                 2.2206,                 2.4055,              0.0001817,              0.0001817,              0.0001817
                    182,                 0.8687,                 1.6823,                0.64918,                  1.025,                0.59801,                0.41048,                0.39559,                0.20943,                0.58218,                0.39972,                 0.3636,                0.16202,                 2.0334,                 4.1233,                 2.2512,                 2.4012,             0.00017345,             0.00017345,             0.00017345
                    183,                0.85698,                 1.6827,                0.65736,                  1.022,                0.61294,                0.42667,                 0.4085,                0.20782,                0.57751,                0.40568,                0.37374,                0.16305,                 2.0436,                 4.1125,                 2.2435,                 2.3889,              0.0001652,              0.0001652,              0.0001652
                    184,                0.86957,                 1.6851,                0.65702,                 1.0212,                0.60068,                0.42695,                0.40617,                0.20703,                0.56501,                0.40596,                0.37012,                0.15969,                 2.0434,                 4.1402,                 2.1978,                 2.4133,             0.00015695,             0.00015695,             0.00015695
                    185,                0.86073,                 1.6686,                0.65506,                 1.0224,                 0.5722,                0.43773,                0.40222,                0.20312,                0.53373,                0.40748,                0.35922,                0.15533,                 2.0276,                 4.1597,                 2.1868,                 2.4182,              0.0001487,              0.0001487,              0.0001487
                    186,                 0.8635,                 1.6733,                0.65982,                 1.0217,                0.57477,                0.42185,                0.40495,                0.20441,                0.54149,                0.40086,                0.36292,                0.15773,                 2.0175,                 4.1565,                 2.1825,                 2.4147,             0.00014044,             0.00014044,             0.00014044
                    187,                0.86772,                 1.6985,                0.66156,                 1.0238,                0.56087,                0.44341,                0.40497,                0.20689,                0.52897,                0.42243,                0.36095,                0.16096,                 2.0175,                 4.1343,                 2.1886,                 2.4003,             0.00013219,             0.00013219,             0.00013219
                    188,                0.84185,                  1.653,                0.64586,                 1.0184,                0.53841,                0.46046,                0.40448,                0.20482,                0.50778,                0.43379,                  0.362,                0.16145,                 2.0168,                 4.1623,                 2.1787,                 2.3944,             0.00012394,             0.00012394,             0.00012394
                    189,                0.85787,                 1.6794,                0.65843,                 1.0288,                0.52879,                0.45988,                0.41225,                0.20723,                0.49759,                0.43889,                0.37581,                0.16349,                 2.0276,                 4.1517,                 2.1736,                  2.397,             0.00011569,             0.00011569,             0.00011569
                    190,                 0.8656,                 1.6663,                0.65722,                 1.0206,                0.55949,                0.45478,                0.41984,                 0.2116,                0.52235,                0.42811,                0.37644,                0.16513,                 2.0003,                 4.1482,                 2.1941,                 2.3688,             0.00010744,             0.00010744,             0.00010744
                    191,                0.80022,                 1.5413,                0.57623,                  1.015,                0.49607,                0.46498,                0.40295,                0.20411,                0.53157,                0.39576,                0.36238,                0.15872,                 1.9589,                 4.1859,                 2.1204,                 2.3591,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.77097,                 1.4901,                0.54738,                0.98521,                0.53369,                0.42753,                0.40013,                0.20551,                0.51084,                0.41164,                0.36838,                0.15803,                 1.9444,                 4.1355,                 2.1028,                  2.357,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                 0.7632,                 1.4758,                 0.5313,                0.98793,                0.51719,                0.43321,                0.39339,                0.20218,                0.49522,                  0.424,                0.35786,                0.15365,                 1.9294,                 4.1875,                 2.1551,                 2.3405,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.74239,                 1.4363,                0.51643,                0.97256,                0.50798,                0.44337,                0.39714,                0.20389,                0.49507,                0.43259,                0.36355,                0.15924,                 1.9505,                  4.232,                 2.1457,                 2.3772,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.75146,                 1.4659,                0.52456,                0.98372,                0.51564,                 0.4491,                0.39687,                0.20085,                0.50234,                0.43831,                0.36349,                0.15948,                 1.9555,                 4.2522,                 2.1521,                 2.3809,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.74293,                 1.4467,                0.52173,                0.97361,                0.53168,                0.45421,                0.39819,                0.20101,                 0.5183,                0.44369,                0.36604,                0.15977,                 1.9464,                 4.2302,                 2.1428,                 2.3613,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.72977,                 1.4418,                0.51704,                0.97032,                0.53041,                0.47066,                0.40271,                0.20288,                 0.5101,                0.45478,                0.36856,                0.15957,                 1.9415,                 4.2686,                 2.1298,                 2.3667,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.73158,                 1.4375,                0.51435,                0.97105,                0.53056,                0.46046,                 0.4034,                0.20432,                0.51609,                0.44968,                0.37211,                0.16176,                 1.9372,                 4.2512,                 2.1321,                 2.3603,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.72925,                 1.4129,                0.50896,                0.96708,                0.52489,                0.46606,                0.40605,                0.20691,                0.50527,                0.45018,                0.37094,                0.16162,                 1.9496,                 4.2569,                 2.1487,                 2.3791,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.72117,                 1.4231,                0.50209,                0.96371,                0.52026,                0.46046,                0.40805,                0.20451,                0.50736,                0.44968,                0.37503,                0.16047,                 1.9537,                 4.2597,                 2.1491,                 2.3906,             2.4922e-05,             2.4922e-05,             2.4922e-05
