                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.0575,                 1.9749,                0.86633,                 1.1112,                0.46956,                0.43773,                0.37055,                0.17414,                0.42585,                0.38212,                0.29435,                 0.1292,                 1.9628,                  3.954,                 2.1782,                 2.0829,              0.0089902,              0.0089902,              0.0089902
                    104,                   1.09,                 2.0016,                0.88718,                  1.116,                0.53822,                0.41674,                0.38312,                0.18376,                0.46321,                0.38497,                0.32497,                0.14404,                 1.8993,                 3.7542,                 2.1481,                 2.0358,              0.0089803,              0.0089803,              0.0089803
                    105,                 1.0703,                 1.9796,                0.86313,                 1.1099,                0.50442,                0.43878,                0.39041,                0.18461,                0.43776,                0.39576,                0.32457,                0.15166,                 1.9905,                 3.6739,                 2.1478,                 2.0692,              0.0089704,              0.0089704,              0.0089704
                    106,                 1.0993,                  2.009,                0.88618,                 1.1193,                0.44117,                0.42731,                0.36454,                0.16936,                0.45264,                0.36793,                 0.3258,                 0.1357,                 1.9647,                  3.876,                 2.2396,                 2.0805,              0.0089605,              0.0089605,              0.0089605
                    107,                 1.0756,                 1.9604,                0.86465,                 1.1079,                0.51937,                0.43773,                0.40871,                0.18365,                0.47969,                0.39402,                0.33531,                0.14426,                  2.073,                 3.8563,                 2.3117,                 2.2039,              0.0089506,              0.0089506,              0.0089506
                    108,                 1.0697,                 1.9783,                0.84972,                 1.1055,                0.49163,                0.45168,                0.38685,                 0.1886,                0.45943,                0.42524,                0.33743,                0.15186,                 1.8824,                 3.8627,                 2.2132,                   2.02,              0.0089407,              0.0089407,              0.0089407
                    109,                 1.0554,                 1.9804,                0.84684,                 1.1116,                0.45987,                0.39733,                0.35514,                0.17395,                0.38996,                0.36967,                0.29183,                0.13282,                 1.9444,                  4.013,                  2.218,                 2.0458,              0.0089308,              0.0089308,              0.0089308
                    110,                 1.0618,                 1.9793,                0.86963,                 1.1096,                0.48412,                0.38833,                0.38819,                0.18883,                0.50411,                0.36677,                0.34929,                0.15473,                 1.9804,                   3.87,                 2.1719,                 2.1311,              0.0089209,              0.0089209,              0.0089209
                    111,                  1.071,                 1.9491,                0.83848,                  1.105,                0.51537,                0.42579,                0.40421,                0.20092,                0.49955,                 0.4143,                0.36659,                0.15401,                    1.9,                 3.6998,                 2.0697,                  2.051,               0.008911,               0.008911,               0.008911
                    112,                 1.0625,                  1.971,                0.85681,                 1.1081,                0.47264,                0.40671,                0.37333,                0.18094,                   0.46,                0.39518,                0.32948,                0.14633,                 1.9523,                 3.9411,                 2.2319,                 2.1128,              0.0089011,              0.0089011,              0.0089011
                    113,                 1.0724,                 1.9687,                0.84479,                 1.1018,                  0.522,                0.42521,                0.40173,                0.18808,                0.44163,                0.37023,                0.31848,                0.14627,                 1.9906,                 3.7848,                 2.1489,                  2.129,              0.0088912,              0.0088912,              0.0088912
                    114,                 1.0572,                 1.9589,                0.83977,                 1.1023,                0.52166,                0.36224,                 0.3607,                0.16565,                0.46819,                0.33615,                0.31906,                0.13775,                 2.0075,                 3.7763,                 2.4494,                 2.1616,              0.0088813,              0.0088813,              0.0088813
                    115,                 1.0529,                 1.9394,                0.82772,                 1.0908,                0.50059,                0.37871,                0.39153,                0.19137,                0.49659,                0.34267,                0.33071,                0.15393,                 1.8793,                 3.7325,                 2.3607,                 1.9946,              0.0088714,              0.0088714,              0.0088714
                    116,                 1.0586,                 1.9682,                0.84547,                 1.0978,                0.46078,                0.45199,                0.39129,                0.19889,                0.43675,                0.43043,                0.33605,                0.15956,                 1.9049,                 3.7769,                 2.1787,                 2.0352,              0.0088615,              0.0088615,              0.0088615
                    117,                 1.0506,                 1.9685,                0.84601,                  1.105,                0.54953,                0.39648,                0.41765,                0.21304,                0.50533,                0.35888,                0.35432,                0.16918,                 1.9433,                 3.9167,                 2.1482,                 2.0704,              0.0088516,              0.0088516,              0.0088516
                    118,                 1.0501,                 1.9398,                0.83391,                 1.0953,                0.47525,                0.43044,                0.35547,                0.15558,                0.40725,                0.37303,                0.28961,                0.12544,                 2.0145,                 3.9206,                 2.3201,                 2.1467,              0.0088417,              0.0088417,              0.0088417
                    119,                 1.0431,                 1.9286,                0.82175,                   1.09,                0.51881,                0.42011,                0.41633,                0.19172,                0.48313,                0.38691,                0.34624,                0.15668,                 1.9401,                 3.8224,                 2.3304,                 2.1029,              0.0088318,              0.0088318,              0.0088318
                    120,                 1.0434,                  1.932,                0.82714,                 1.0839,                0.44181,                0.42984,                0.38586,                0.18255,                0.36576,                 0.3921,                0.30752,                0.14114,                 1.9847,                 4.1008,                 2.3625,                 2.1515,              0.0088219,              0.0088219,              0.0088219
                    121,                 1.0498,                 1.9156,                 0.8267,                 1.0864,                 0.5874,                0.37576,                0.37692,                0.17465,                0.49783,                0.33731,                 0.3114,                0.13984,                 2.0647,                 3.8567,                 2.2817,                  2.169,               0.008812,               0.008812,               0.008812
                    122,                 1.0616,                 1.9431,                0.83204,                 1.0912,                0.48397,                0.45269,                0.37657,                0.18309,                0.46417,                0.40118,                0.32197,                0.14331,                 1.9179,                  3.721,                 2.3523,                 2.0147,              0.0088021,              0.0088021,              0.0088021
                    123,                 1.0457,                 1.9131,                0.82342,                 1.0924,                0.48019,                0.40874,                0.36117,                0.16522,                0.40731,                0.35598,                0.28682,                0.12348,                 1.9788,                 3.8618,                 2.3559,                 2.1033,              0.0087922,              0.0087922,              0.0087922
                    124,                 1.0343,                 1.9232,                0.82958,                  1.099,                0.56048,                0.40422,                0.37214,                0.17782,                0.49617,                0.36167,                0.31296,                0.13526,                 1.9877,                 3.9583,                 2.2244,                 2.1566,              0.0087823,              0.0087823,              0.0087823
                    125,                 1.0381,                 1.9179,                0.82374,                 1.0892,                0.41445,                0.45685,                 0.3501,                0.16057,                0.38035,                0.40422,                0.29538,                0.12875,                 1.9625,                 3.9385,                 2.2867,                 2.0747,              0.0087724,              0.0087724,              0.0087724
                    126,                 1.0396,                 1.9153,                0.81882,                 1.0907,                0.51033,                0.46382,                0.39071,                0.18633,                0.48528,                0.43147,                0.33767,                0.15219,                 1.9793,                  3.911,                 2.3632,                 2.1387,              0.0087625,              0.0087625,              0.0087625
                    127,                 1.0266,                 1.9133,                0.81842,                 1.0859,                0.54995,                0.38949,                0.36525,                0.17616,                0.52874,                0.35262,                0.31964,                0.14089,                 1.9214,                 3.8181,                 2.3221,                 2.1121,              0.0087526,              0.0087526,              0.0087526
                    128,                 1.0305,                 1.8983,                0.80035,                 1.0814,                0.53725,                0.42753,                0.37927,                0.18668,                0.44901,                0.41621,                0.33295,                0.15074,                 1.9478,                 4.0707,                 2.2986,                 2.0737,              0.0087427,              0.0087427,              0.0087427
                    129,                 1.0353,                 1.8982,                0.82068,                  1.091,                0.50665,                0.37229,                0.37139,                0.17899,                0.47663,                0.36793,                0.33231,                0.14736,                 1.9794,                 3.9905,                 2.2387,                 2.1325,              0.0087328,              0.0087328,              0.0087328
                    130,                 1.0179,                 1.9076,                0.80331,                  1.078,                0.50984,                0.49107,                0.41498,                 0.2073,                0.52475,                0.47054,                0.38755,                0.17704,                 1.9426,                 4.0617,                 2.0021,                 2.1321,              0.0087229,              0.0087229,              0.0087229
                    131,                 1.0321,                 1.9259,                0.81803,                 1.0892,                0.54185,                0.40596,                0.35686,                0.17332,                0.41507,                0.40086,                0.30608,                0.14005,                 1.9321,                 3.7401,                 2.2754,                 2.0971,               0.008713,               0.008713,               0.008713
                    132,                  1.019,                   1.87,                0.80274,                 1.0801,                0.48484,                  0.415,                 0.3679,                 0.1842,                0.43375,                0.39402,                0.32364,                0.14144,                 1.9357,                 3.9742,                  2.205,                 2.0542,              0.0087031,              0.0087031,              0.0087031
                    133,                 1.0142,                 1.8985,                0.80153,                 1.0852,                0.48176,                0.40874,                0.34113,                 0.1699,                0.42665,                0.38323,                0.30214,                0.13352,                 2.0263,                 4.1005,                 2.4159,                 2.1526,              0.0086932,              0.0086932,              0.0086932
                    134,                 1.0163,                 1.8777,                0.79234,                  1.082,                0.50135,                0.42197,                0.37859,                0.17121,                0.44432,                0.36167,                0.30335,                0.12782,                 2.0042,                 4.1309,                 2.2702,                 2.1892,              0.0086833,              0.0086833,              0.0086833
                    135,                 1.0169,                 1.8839,                0.79015,                 1.0796,                 0.5364,                0.40938,                0.35244,                0.17168,                 0.4893,                0.36851,                0.31068,                0.13509,                 1.9126,                 4.0678,                 2.4387,                 2.0938,              0.0086734,              0.0086734,              0.0086734
                    136,                 1.0162,                 1.8956,                0.80001,                  1.082,                0.48157,                0.42417,                0.36043,                0.16522,                 0.4415,                0.40968,                  0.319,                0.13389,                  1.907,                 4.0363,                 2.2996,                 2.1141,              0.0086635,              0.0086635,              0.0086635
                    137,                0.99952,                 1.8674,                0.78784,                 1.0737,                0.50128,                 0.4302,                0.37171,                0.18362,                0.47245,                0.42011,                0.33659,                0.15264,                 1.9445,                 3.9256,                 2.2995,                 2.1149,              0.0086536,              0.0086536,              0.0086536
                    138,                 1.0251,                 1.8662,                0.80035,                 1.0837,                0.50391,                0.43599,                0.36253,                0.17682,                0.45968,                0.39912,                0.31831,                0.14239,                 2.0219,                 3.9628,                 2.3392,                 2.2049,              0.0086437,              0.0086437,              0.0086437
                    139,                 1.0241,                 1.8791,                0.79496,                 1.0816,                0.49345,                0.41616,                0.37109,                 0.1835,                0.46782,                0.42185,                0.33525,                0.15238,                 1.9756,                 3.9524,                 2.1946,                  2.138,              0.0086338,              0.0086338,              0.0086338
                    140,                 1.0164,                 1.8749,                0.79147,                 1.0745,                0.48903,                0.40538,                0.36459,                 0.1815,                0.43246,                0.43089,                0.32873,                0.14709,                 1.9631,                 3.9854,                 2.1518,                 2.1855,              0.0086239,              0.0086239,              0.0086239
                    141,                 1.0233,                  1.866,                0.78608,                 1.0798,                0.52179,                0.43773,                0.38383,                0.17947,                 0.4652,                0.39518,                0.32644,                0.14213,                 1.9604,                 4.1039,                 2.1039,                 2.1495,               0.008614,               0.008614,               0.008614
                    142,                 1.0025,                 1.8574,                0.77272,                  1.073,                0.53335,                 0.4048,                0.39226,                 0.1935,                 0.4356,                0.44167,                0.34697,                0.15441,                 1.9321,                   3.88,                 2.1776,                 2.0917,              0.0086041,              0.0086041,              0.0086041
                    143,                 1.0096,                 1.8531,                0.78357,                 1.0743,                0.58485,                0.42579,                0.43003,                0.19993,                 0.4964,                0.37444,                0.35657,                0.15937,                 1.8963,                 3.8957,                 2.1963,                  2.085,              0.0085942,              0.0085942,              0.0085942
                    144,                 1.0124,                 1.8613,                0.78451,                 1.0675,                0.47957,                0.43639,                0.39538,                0.19035,                0.51745,                0.35269,                0.33845,                 0.1507,                 1.9329,                 3.9234,                 2.2292,                 2.0686,              0.0085843,              0.0085843,              0.0085843
                    145,                 1.0014,                 1.8461,                0.77638,                 1.0717,                0.46461,                0.46138,                0.38191,                0.17953,                0.42607,                0.42325,                0.31968,                0.14013,                  1.956,                   3.95,                 2.2147,                 2.1549,              0.0085744,              0.0085744,              0.0085744
                    146,                 0.9959,                 1.8397,                0.77076,                  1.063,                0.50072,                0.42847,                 0.3791,                0.18103,                0.46282,                0.39547,                 0.3197,                0.14171,                 1.9376,                 4.0317,                 2.2218,                 2.1305,              0.0085645,              0.0085645,              0.0085645
                    147,                0.98338,                 1.8195,                0.76029,                 1.0672,                0.49127,                0.43263,                0.39037,                 0.1843,                0.43127,                0.40028,                0.32984,                0.14273,                 1.8387,                 4.0071,                 2.2142,                 2.0646,              0.0085546,              0.0085546,              0.0085546
                    148,                0.99823,                 1.8291,                0.77187,                 1.0659,                0.47814,                0.45246,                0.38491,                0.19006,                0.44131,                0.42279,                 0.3468,                0.15314,                 1.8868,                  3.894,                 2.2847,                 2.1056,              0.0085447,              0.0085447,              0.0085447
                    149,                 0.9997,                 1.8599,                  0.768,                 1.0699,                0.46649,                0.41953,                0.36674,                0.17128,                0.43442,                0.39518,                0.33479,                  0.133,                 1.9414,                 3.9686,                 2.2531,                 2.1237,              0.0085348,              0.0085348,              0.0085348
                    150,                0.99348,                 1.8275,                0.77023,                 1.0674,                0.48973,                0.42463,                0.37329,                0.17657,                 0.4753,                0.34636,                0.31487,                0.13634,                 1.9646,                 4.0327,                 2.3163,                 2.1724,              0.0085249,              0.0085249,              0.0085249
                    151,                0.99224,                 1.8321,                0.76842,                 1.0689,                0.49914,                0.44852,                0.37957,                0.17964,                0.45388,                0.41106,                0.31408,                0.13532,                 1.9506,                 4.1545,                 2.3671,                 2.1018,               0.008515,               0.008515,               0.008515
                    152,                0.98507,                  1.822,                0.75228,                 1.0611,                0.55127,                0.38439,                0.36451,                 0.1562,                0.40341,                0.37871,                0.29448,                0.12554,                 1.9223,                 4.1032,                 2.4797,                 2.0678,              0.0085051,              0.0085051,              0.0085051
                    153,                0.98964,                 1.8352,                0.77107,                 1.0711,                0.51005,                0.38833,                0.36215,                0.17854,                0.45515,                0.36212,                0.31306,                0.13729,                 1.9175,                 4.0445,                 2.3043,                  2.097,              0.0084952,              0.0084952,              0.0084952
                    154,                 1.0011,                 1.8407,                0.76699,                 1.0664,                 0.4739,                 0.4491,                0.34764,                0.16722,                0.43183,                 0.4344,                0.31145,                0.12716,                 1.9747,                 4.1298,                 2.3281,                 2.1083,              0.0084853,              0.0084853,              0.0084853
                    155,                0.98034,                  1.817,                0.76395,                 1.0682,                0.47704,                 0.4048,                0.35942,                0.18073,                0.45333,                0.38561,                0.32508,                0.14512,                  1.884,                  3.956,                 2.2983,                 2.0566,              0.0084754,              0.0084754,              0.0084754
                    156,                0.98658,                 1.8127,                0.76292,                 1.0599,                0.54417,                 0.4099,                 0.3905,                 0.1916,                0.42571,                0.43706,                0.34455,                0.15703,                 1.8983,                 3.8359,                 2.2854,                 2.0807,              0.0084655,              0.0084655,              0.0084655
                    157,                0.98088,                 1.8122,                0.75527,                 1.0595,                0.50613,                0.40938,                0.39392,                0.18394,                0.45842,                0.37426,                0.33984,                0.15089,                 1.9333,                 3.9074,                 2.3222,                 2.1103,              0.0084556,              0.0084556,              0.0084556
                    158,                0.99723,                 1.8431,                0.77496,                 1.0673,                0.55844,                0.39045,                0.38333,                0.18635,                0.50799,                0.35962,                0.34209,                0.15066,                 1.9163,                 3.9878,                  2.205,                 2.1409,              0.0084457,              0.0084457,              0.0084457
                    159,                0.98193,                 1.8042,                0.74365,                  1.055,                0.52567,                0.41385,                0.38405,                0.18237,                0.48643,                0.37528,                0.32647,                0.14607,                 1.9924,                 3.9804,                 2.2984,                 2.2005,              0.0084358,              0.0084358,              0.0084358
                    160,                0.97098,                  1.799,                0.74771,                 1.0534,                0.48481,                0.45555,                0.38983,                0.17807,                 0.4468,                0.42579,                0.32723,                0.14549,                 1.9761,                 3.9656,                 2.1603,                 2.1452,              0.0084259,              0.0084259,              0.0084259
                    161,                0.99379,                 1.8206,                0.75279,                 1.0515,                0.49339,                0.43205,                0.36756,                0.16913,                0.43658,                0.39791,                0.31437,                0.13677,                  1.991,                 4.1644,                 2.1977,                 2.1688,               0.008416,               0.008416,               0.008416
                    162,                 0.9687,                  1.782,                0.74261,                 1.0544,                0.46122,                0.45872,                0.35856,                0.16845,                0.46676,                 0.3997,                0.30806,                 0.1374,                 1.9674,                 4.0132,                 2.3174,                  2.213,              0.0084061,              0.0084061,              0.0084061
                    163,                 0.9974,                 1.8141,                0.76844,                   1.06,                0.52532,                0.42185,                0.38155,                0.18515,                0.47941,                0.39065,                0.34206,                0.14747,                 1.9432,                 3.9855,                 2.1993,                 2.1943,              0.0083962,              0.0083962,              0.0083962
                    164,                0.97352,                 1.7908,                0.73861,                 1.0523,                0.57642,                0.44515,                0.40622,                0.19835,                0.51391,                0.39627,                0.33205,                0.15304,                 1.9019,                 3.9026,                 2.2114,                 2.1301,              0.0083863,              0.0083863,              0.0083863
                    165,                0.97222,                 1.8108,                0.74312,                 1.0591,                0.52504,                0.41164,                0.36787,                0.17423,                0.49594,                0.39007,                0.32764,                0.14079,                 1.9726,                 3.9784,                 2.3519,                 2.1974,              0.0083764,              0.0083764,              0.0083764
                    166,                0.97174,                 1.8023,                0.74665,                 1.0558,                0.49231,                0.43821,                0.39094,                0.18583,                0.41758,                0.42301,                0.34421,                0.14986,                 1.9826,                  4.111,                 2.1756,                 2.2153,              0.0083665,              0.0083665,              0.0083665
                    167,                0.97363,                 1.7893,                0.74321,                 1.0539,                0.59363,                0.43263,                0.39992,                0.18901,                0.51855,                0.40086,                0.34939,                0.15548,                 1.9966,                 3.9681,                 2.1308,                 2.2056,              0.0083566,              0.0083566,              0.0083566
                    168,                0.97273,                 1.8014,                0.73969,                   1.05,                0.48861,                0.45246,                0.37543,                0.17361,                0.45981,                0.42521,                 0.3261,                0.13783,                 1.9682,                 3.9484,                 2.2369,                 2.1951,              0.0083467,              0.0083467,              0.0083467
                    169,                0.96968,                 1.8091,                0.74277,                  1.056,                0.50749,                0.42449,                0.36723,                0.17329,                0.48727,                0.38827,                0.33186,                0.14218,                 1.9703,                 3.9746,                 2.3618,                 2.1648,              0.0083368,              0.0083368,              0.0083368
                    170,                0.98347,                 1.8138,                0.75499,                  1.055,                 0.5425,                0.42579,                0.37338,                0.17482,                0.49233,                0.38323,                0.31362,                0.14162,                 1.9121,                 3.9219,                 2.2547,                 2.1438,              0.0083269,              0.0083269,              0.0083269
                    171,                0.97278,                 1.7999,                0.74622,                  1.056,                0.47489,                0.47461,                0.37389,                 0.1811,                0.44193,                0.44542,                0.31806,                0.14674,                 1.8716,                 4.0129,                 2.2347,                 2.0704,               0.008317,               0.008317,               0.008317
                    172,                0.96359,                 1.7974,                0.73647,                 1.0476,                0.50861,                0.40422,                0.35791,                0.17564,                0.42944,                0.42973,                 0.3148,                 0.1366,                 1.9338,                 4.0987,                 2.3316,                 2.1412,              0.0083071,              0.0083071,              0.0083071
                    173,                0.93557,                 1.7454,                0.72194,                 1.0415,                0.46497,                0.45814,                0.38659,                0.18524,                0.44959,                0.43089,                0.34145,                0.14318,                 1.9893,                 4.1138,                 2.2097,                 2.1988,              0.0082972,              0.0082972,              0.0082972
                    174,                0.95571,                 1.7684,                0.72455,                 1.0482,                0.47614,                0.45872,                0.38363,                0.18359,                 0.4244,                0.40916,                0.31963,                0.14158,                  1.992,                 4.0081,                 2.2345,                 2.1724,              0.0082873,              0.0082873,              0.0082873
                    175,                0.96182,                 1.7788,                0.73881,                 1.0497,                0.45766,                 0.4584,                0.37909,                0.17273,                0.40743,                  0.407,                0.31026,                0.13436,                 1.9732,                  3.917,                 2.2064,                 2.1858,              0.0082774,              0.0082774,              0.0082774
                    176,                0.97347,                  1.789,                0.74269,                 1.0551,                 0.4963,                0.41048,                0.38332,                0.19055,                 0.5134,                0.35146,                0.33338,                0.14832,                 1.9341,                 3.9041,                 2.2772,                   2.13,              0.0082675,              0.0082675,              0.0082675
                    177,                0.95295,                 1.7813,                0.73533,                 1.0482,                0.46393,                0.43625,                 0.3741,                0.17607,                0.42818,                0.40538,                0.32458,                0.14346,                 1.9553,                 4.1532,                 2.3505,                 2.1424,              0.0082576,              0.0082576,              0.0082576
                    178,                0.97041,                  1.787,                0.73752,                 1.0574,                0.50693,                0.40596,                0.36001,                0.16806,                0.45632,                 0.3997,                0.32057,                0.13188,                 1.9905,                 4.0808,                 2.3626,                 2.1915,              0.0082477,              0.0082477,              0.0082477
                    179,                 0.9635,                 1.7839,                0.72176,                 1.0483,                0.48423,                0.42743,                0.38584,                0.18047,                 0.4654,                0.41341,                0.35398,                0.15207,                  1.974,                 3.9942,                 2.3654,                  2.185,              0.0082378,              0.0082378,              0.0082378
                    180,                 0.9469,                 1.7622,                0.72662,                 1.0498,                0.49081,                0.46614,                0.38815,                0.18477,                0.47728,                0.39692,                0.33521,                0.14873,                 1.9148,                 3.9577,                  2.232,                 2.1145,              0.0082279,              0.0082279,              0.0082279
                    181,                0.95779,                 1.7648,                0.71928,                  1.042,                0.47689,                 0.4644,                0.37107,                0.17939,                 0.4455,                0.43205,                0.32723,                0.14144,                 1.9449,                 4.0584,                 2.2984,                 2.1296,               0.008218,               0.008218,               0.008218
                    182,                0.95039,                 1.7532,                 0.7142,                 1.0383,                0.46355,                0.47461,                0.38835,                0.18186,                 0.4323,                0.44225,                0.33107,                 0.1436,                 1.9606,                 4.0843,                 2.2768,                 2.1932,              0.0082081,              0.0082081,              0.0082081
                    183,                0.95467,                 1.7453,                 0.7234,                 1.0465,                0.46437,                0.44441,                0.36052,                0.18107,                0.43601,                0.40028,                0.31408,                0.14444,                  1.932,                 4.0358,                 2.2936,                 2.1909,              0.0081982,              0.0081982,              0.0081982
                    184,                0.95344,                 1.7596,                0.72146,                 1.0443,                0.45311,                0.41383,                0.36822,                0.18317,                0.43452,                0.40611,                0.33699,                0.14912,                 1.9716,                 4.1037,                 2.3251,                 2.2256,              0.0081883,              0.0081883,              0.0081883
                    185,                0.95505,                 1.7569,                0.71679,                 1.0447,                 0.4523,                0.44225,                0.36658,                0.18946,                0.42066,                0.41048,                0.32814,                0.15124,                 1.9177,                 4.0344,                 2.2435,                   2.17,              0.0081784,              0.0081784,              0.0081784
                    186,                0.93926,                 1.7417,                0.70636,                 1.0372,                0.52447,                0.45435,                0.40451,                0.19531,                0.47872,                0.41674,                0.35139,                0.15998,                 1.9656,                 4.0379,                  2.251,                 2.2335,              0.0081685,              0.0081685,              0.0081685
                    187,                 0.9545,                 1.7653,                0.72357,                 1.0388,                0.50973,                0.44283,                0.39051,                 0.1911,                0.44659,                0.41616,                0.33453,                0.15537,                 1.9612,                 4.0614,                 2.2678,                 2.1973,              0.0081586,              0.0081586,              0.0081586
                    188,                0.94004,                 1.7541,                0.70322,                 1.0369,                0.50107,                0.44852,                 0.3747,                0.18637,                0.49243,                0.43263,                0.34869,                0.15527,                 1.9481,                  3.967,                 2.2231,                 2.1898,              0.0081487,              0.0081487,              0.0081487
                    189,                0.93522,                  1.749,                0.71226,                 1.0424,                0.47139,                0.42222,                0.36813,                0.18382,                0.48061,                0.37929,                0.32678,                0.15185,                 1.9746,                 3.9755,                 2.2748,                 2.2241,              0.0081388,              0.0081388,              0.0081388
                    190,                 0.9348,                 1.7421,                0.71053,                 1.0377,                   0.45,                0.42869,                0.36215,                0.17784,                0.43712,                 0.4179,                0.32691,                0.15197,                 1.9971,                 3.9943,                  2.322,                 2.2374,              0.0081289,              0.0081289,              0.0081289
                    191,                0.94686,                 1.7303,                0.70735,                 1.0376,                0.53686,                0.37929,                0.37827,                0.18632,                0.51646,                0.36224,                0.32963,                 0.1503,                 2.0054,                 4.0007,                 2.2693,                 2.2017,               0.008119,               0.008119,               0.008119
                    192,                0.94412,                 1.7552,                0.70586,                 1.0337,                0.50249,                0.42185,                0.38288,                0.19139,                 0.4758,                 0.3997,                0.33854,                 0.1546,                 1.8967,                 4.0021,                 2.3365,                 2.1249,              0.0081091,              0.0081091,              0.0081091
                    193,                 0.9381,                 1.7279,                0.70548,                 1.0383,                0.55559,                0.41106,                0.36844,                0.17835,                0.53089,                0.39518,                0.32655,                0.14841,                 1.9356,                 4.0341,                  2.315,                  2.192,              0.0080992,              0.0080992,              0.0080992
                    194,                0.92894,                 1.7149,                0.70756,                 1.0349,                0.49961,                0.42637,                0.36405,                0.17735,                 0.4789,                0.41048,                0.32507,                0.14728,                 1.9058,                 4.0302,                 2.3124,                 2.1782,              0.0080893,              0.0080893,              0.0080893
                    195,                0.94034,                 1.7346,                0.71353,                 1.0401,                0.49336,                0.45246,                 0.3656,                0.18198,                0.46881,                0.41048,                0.33164,                0.14742,                 1.8796,                 4.0434,                 2.2104,                 2.1142,              0.0080794,              0.0080794,              0.0080794
                    196,                0.93127,                 1.7117,                0.69391,                 1.0309,                0.57208,                0.40538,                0.39618,                0.20027,                0.54025,                0.38381,                0.35708,                 0.1604,                 1.8455,                 4.0373,                 2.2397,                 2.0547,              0.0080695,              0.0080695,              0.0080695
